PlayerID,PlayerName,TeamID,Position,BirthDate,Nationality
885,Jonathan Thomas,39,Forward,2004-05-31,Antarctica (the territory South of 60 deg S)
886,Andrew Daniel,39,Forward,2006-07-02,Togo
887,Lisa Shaw,39,Forward,1990-04-20,Croatia
888,Amy Scott,39,Forward,1992-04-23,Guinea
889,Lisa Cisneros,39,Goalkeeper,2003-11-08,Korea
890,Valerie Reed,39,Midfielder,1999-01-29,Zambia
891,Mr. Wesley Evans MD,39,Midfielder,2002-05-23,Palestinian Territory
892,Madeline Wilson,39,Defender,2004-08-28,Tunisia
893,David Peck,39,Defender,1997-05-24,Christmas Island
894,Dawn Barton,39,Midfielder,2003-07-27,Congo
895,Bernard Boyd,39,Defender,2004-10-04,India
896,Andrew Alvarez,39,Goalkeeper,1998-03-08,Namibia
897,Jennifer Reed DVM,39,Goalkeeper,2004-05-31,Burundi
898,Terry Rodriguez,40,Forward,2001-04-02,Moldova
899,John Mcdonald,40,Goalkeeper,1991-09-03,Gabon
900,Katherine Martin,40,Goalkeeper,2002-12-16,Sao Tome and Principe
901,Danielle Shannon,40,Goalkeeper,1991-06-25,Anguilla
902,Melissa Woods,40,Forward,1998-05-28,Saint Kitts and Nevis
903,Michelle Young,40,Midfielder,1989-10-23,Nepal
904,Joe Ferguson,40,Goalkeeper,2000-02-08,Qatar
905,Laura Parker,40,Goalkeeper,1984-05-24,Grenada
906,Brian Johnson,40,Defender,2002-07-01,French Polynesia
907,Randy Davis,40,Forward,1991-08-07,Rwanda
908,Lisa Fowler,40,Midfielder,2001-12-09,Oman
909,Valerie Jones,40,Forward,2007-12-16,Peru
910,Krystal Miller,40,Midfielder,1998-10-05,Samoa
911,Brittney Marshall,40,Goalkeeper,1988-06-13,Mauritania
912,Eric Browning,40,Midfielder,1998-04-02,Heard Island and McDonald Islands
913,Calvin Smith,40,Midfielder,1999-02-22,Malaysia
914,Edwin Sparks,40,Forward,2007-10-14,Falkland Islands (Malvinas)
915,Heather Morgan,40,Midfielder,1991-07-29,Nauru
916,Brian Anderson,40,Midfielder,2005-10-10,Liechtenstein
917,Peter Moore,40,Forward,1998-11-11,Jordan
918,William Beck,40,Defender,1997-08-04,Armenia
919,Spencer Gutierrez,40,Goalkeeper,2004-05-27,Finland
920,Glenda Brock,40,Goalkeeper,2006-07-21,Peru
